#EXPORTTYPE:DATA ALL,,,,
#FILE:,,,,
#FORMAT:NETZSCH5,,,,
#FTYPE:ANSI,,,,
#IDENTITY:,,,,
#DECIMAL:POINT,,,,
#SEPARATOR:SEMICOLON,,,,
#MTYPE:TG,,,,
#INSTRUMENT:NETZSCH STA 449F1,,,,
#PROJECT:,,,,
#DATE/TIME:31.01.2019 21:55,,,,
#CORR. FILE:,,,,
#TEMPCAL:TGA temperature calibration.ngb-ts1,,,,
#SENSITIVITY:---,,,,
#LABORATORY:,,,,
#OPERATOR:,,,,
#REMARK:,,,,
#SAMPLE:,,,,
#SAMPLE MASS /mg:963.94,,,,
#MATERIAL:,,,,
#REFERENCE:,,,,
#REFERENCE MASS /mg:,,,,
#TYPE OF CRUCIBLE:DTA/TG crucible Al2O3,,,,
#SAMPLE CRUCIBLE MASS /mg:0,,,,
#REFERENCE CRUCIBLE MASS /mg:,,,,
#TG RANGE /mg:5000,,,,
#TAU-R:---,,,,
#CORR. CODE:000,,,,
#EXO:-1,,,,
#RANGE:30°C....1400°C/0.0....50.0K/min,,,,
#SEGMENT:S1-4/4,,,,
#SEG. 1:30°C/50.0(K/min)/1300°C,,,,
#SEG. 2:1300°C/10.0(K/min)/1400°C,,,,
#SEG. 3:1400°C/00:15/1400°C,,,,
#SEG. 4:1400°C/04:00/1400°C,,,,
,,,surface area,2.856472
1400.00532,60,1.7826307,,
1400.00803,60.25,1.8106219,,
1400.01169,60.5,1.8140566,,
1400.01523,60.75,1.8229697,,
1400.01843,61,1.8258052,,
1400.01439,61.25,1.829165,,
1400.01416,61.5,1.8203375,,
1400.01478,61.75,1.8318721,,
1400.01943,62,1.8361842,,
1400.02079,62.25,1.8394477,,
1400.02185,62.5,1.8374896,,
1400.02122,62.75,1.8404535,,
1400.0191,63,1.8509609,,
1400.01803,63.25,1.8548129,,
1400.01784,63.5,1.8475583,,
1400.0204,63.75,1.8600238,,
1400.02353,64,1.8608798,,
1400.02403,64.25,1.8717724,,
1400.02357,64.5,1.8618856,,
1400.02565,64.75,1.873677,,
1400.02517,65,1.8758491,,
1400.0272,65.25,1.8816485,,
1400.02574,65.5,1.8832321,,
1400.02543,65.75,1.8864956,,
1400.02527,66,1.8926481,,
1400.02225,66.25,1.8989076,,
1400.01943,66.5,1.8938144,,
1400.01748,66.75,1.8993463,,
1400.01901,67,1.904065,,
1400.02318,67.25,1.902674,,
1400.0243,67.5,1.9134382,,
1400.02134,67.75,1.9210138,,
1400.02189,68,1.9181569,,
1400.0205,68.25,1.9203718,,
1400.02084,68.5,1.9277441,,
1400.01945,68.75,1.9243522,,
1400.01935,69,1.9312216,,
1400.01991,69.25,1.9318315,,
1400.02219,69.5,1.9373955,,
1400.02409,69.75,1.9399314,,
1400.02639,70,1.9438048,,
1400.02345,70.25,1.9441365,,
1400.02168,70.5,1.9501178,,
1400.01949,70.75,1.9481062,,
1400.02155,71,1.9540126,,
1400.02374,71.25,1.9574259,,
1400.02225,71.5,1.9625191,,
1400.02159,71.75,1.9641883,,
1400.01931,72,1.9683292,,
1400.02561,72.25,1.9754233,,
1400.02913,72.5,1.9810087,,
1400.03173,72.75,1.9785156,,
1400.03021,73,1.9838442,,
1400.02635,73.25,1.9878246,,
1400.02276,73.5,1.9907243,,
1400.01848,73.75,1.9853743,,
1400.01879,74,1.9981501,,
1400.02039,74.25,1.9968875,,
1400.02336,74.5,2.0020449,,
1400.02401,74.75,2.0069348,,
1400.02397,75,2.0080262,,
1400.02383,75.25,2.0141466,,
1400.02423,75.5,2.0168965,,
1400.0235,75.75,2.0236375,,
1400.02326,76,2.0226745,,
1400.02358,76.25,2.0335457,,
1400.02381,76.5,2.0302822,,
1400.02476,76.75,2.0342519,,
1400.02605,77,2.0378578,,
1400.02687,77.25,2.0402546,,
1400.02752,77.5,2.0279496,,
1400.0278,77.75,2.0470384,,
1400.02823,78,2.0478837,,
1400.02795,78.25,2.0487504,,
1400.02746,78.5,2.0474343,,
1400.02577,78.75,2.0540469,,
1400.02467,79,2.0636234,,
1400.02408,79.25,2.0709422,,
1400.02454,79.5,2.0641477,,
1400.02504,79.75,2.0669083,,
1400.02499,80,2.070557,,
1400.02598,80.25,2.0786355,,
1400.02746,80.5,2.0778223,,
1400.02607,80.75,2.082755,,
1400.02431,81,2.0853765,,
1400.02356,81.25,2.0799302,,
1400.02337,81.5,2.0888326,,
1400.02408,81.75,2.0926418,,
1400.02599,82,2.097628,,
1400.02572,82.25,2.0973177,,
1400.02755,82.5,2.1066695,,
1400.02728,82.75,2.1070868,,
1400.02461,83,2.1003565,,
1400.02178,83.25,2.1152188,,
1400.02024,83.5,2.1130681,,
1400.02073,83.75,2.1186107,,
1400.02267,84,2.1160427,,
1400.02363,84.25,2.1205153,,
1400.02491,84.5,2.1263682,,
1400.02547,84.75,2.1284226,,
1400.02444,85,2.1240356,,
1400.0253,85.25,2.1353455,,
1400.02536,85.5,2.1377637,,
1400.02745,85.75,2.1358484,,
1400.02808,86,2.143531,,
1400.02729,86.25,2.1428034,,
1400.02624,86.5,2.1530005,,
1400.02468,86.75,2.154124,,
1400.02566,87,2.1521017,,
1400.02645,87.25,2.167178,,
1400.02752,87.5,2.1589711,,
1400.0278,87.75,2.1586073,,
1400.0271,88,2.1649417,,
1400.02599,88.25,2.1680768,,
1400.0251,88.5,2.1648347,,
1400.02435,88.75,2.1693929,,
1400.02551,89,2.1757166,,
1400.02698,89.25,2.1837202,,
1400.02879,89.5,2.1765726,,
1400.02719,89.75,2.1826395,,
1400.02786,90,2.1890167,,
1400.02698,90.25,2.1817193,,
1400.02618,90.5,2.1900332,,
1400.02792,90.75,2.1979191,,
1400.02894,91,2.1898085,,
1400.02782,91.25,2.1943346,,
1400.02697,91.5,2.2025308,,
1400.02454,91.75,2.2038683,,
1400.02411,92,2.2018674,,
1400.02548,92.25,2.2104488,,
1400.02644,92.5,2.2095393,,
1400.0278,92.75,2.2122464,,
1400.0274,93,2.2117221,,
1400.02857,93.25,2.2183561,,
1400.02898,93.5,2.221962,,
1400.02778,93.75,2.2258354,,
1400.0265,94,2.2330793,,
1400.02557,94.25,2.2344275,,
1400.02508,94.5,2.2317632,,
1400.02484,94.75,2.231699,,
1400.02366,95,2.2419496,,
1400.0231,95.25,2.2433192,,
1400.0255,95.5,2.2427093,,
1400.02805,95.75,2.2464543,,
1400.03029,96,2.2547896,,
1400.03035,96.25,2.2493647,,
1400.0291,96.5,2.2451596,,
1400.02738,96.75,2.2549287,,
1400.02592,97,2.257486,,
1400.02519,97.25,2.2634459,,
1400.02443,97.5,2.2610919,,
1400.02451,97.75,2.2708182,,
1400.025,98,2.2598293,,
1400.02527,98.25,2.2737286,,
1400.02607,98.5,2.277174,,
1400.02518,98.75,2.2767995,,
1400.02556,99,2.2723697,,
1400.02626,99.25,2.2817857,,
1400.02774,99.5,2.2865044,,
1400.02778,99.75,2.2849636,,
1400.02626,100,2.285413,,
1400.02424,100.25,2.2886765,,
1400.02444,100.5,2.2944866,,
1400.02551,100.75,2.2950216,,
1400.02563,101,2.2928388,,
1400.0274,101.25,2.3015486,,
1400.0265,101.5,2.3042343,,
1400.02736,101.75,2.2998687,,
1400.02691,102,2.3061817,,
1400.02521,102.25,2.3151055,,
1400.02392,102.5,2.3098304,,
1400.02205,102.75,2.308632,,
1400.02209,103,2.3142495,,
1400.02133,103.25,2.3054755,,
1400.02104,103.5,2.3179624,,
1400.02096,103.75,2.3227132,,
1400.02246,104,2.3206267,,
1400.02281,104.25,2.3265973,,
1400.02321,104.5,2.3291439,,
1400.02607,104.75,2.3310057,,
1400.02908,105,2.3314765,,
1400.03189,105.25,2.3326856,,
1400.03234,105.5,2.3409139,,
1400.032,105.75,2.3338947,,
1400.02909,106,2.3327819,,
1400.02738,106.25,2.3531226,,
1400.02696,106.5,2.3494739,,
1400.02865,106.75,2.3466598,,
1400.02892,107,2.3477298,,
1400.02896,107.25,2.355284,,
1400.02656,107.5,2.3546955,,
1400.02445,107.75,2.3587401,,
1400.02618,108,2.3601204,,
1400.02454,108.25,2.3560758,,
1400.02531,108.5,2.3668079,,
1400.02334,108.75,2.3695792,,
1400.02456,109,2.3667865,,
1400.02494,109.25,2.3636193,,
1400.02544,109.5,2.3804076,,
1400.02728,109.75,2.3769836,,
1400.02845,110,2.3789096,,
1400.02925,110.25,2.3830077,,
1400.02853,110.5,2.3792199,,
1400.0271,110.75,2.3822908,,
1400.02506,111,2.3877692,,
1400.02268,111.25,2.389845,,
1400.0237,111.5,2.3891602,,
1400.02532,111.75,2.3951415,,
1400.02681,112,2.3922739,,
1400.02813,112.25,2.3972815,,
1400.02962,112.5,2.3996355,,
1400.02976,112.75,2.4054242,,
1400.02785,113,2.4083881,,
1400.02603,113.25,2.4061732,,
1400.0234,113.5,2.4028883,,
1400.02379,113.75,2.4120261,,
1400.02395,114,2.4136525,,
1400.02366,114.25,2.4124755,,
1400.02384,114.5,2.4141554,,
1400.02197,114.75,2.4227475,,
1400.02356,115,2.4189918,,
1400.02302,115.25,2.425155,,
1400.02507,115.5,2.4294992,,
1400.02401,115.75,2.433608,,
1400.02566,116,2.4376633,,
1400.02444,116.25,2.429221,,
1400.02452,116.5,2.4285683,,
1400.02558,116.75,2.4350525,,
1400.02666,117,2.4390971,,
1400.02735,117.25,2.4364435,,
1400.02747,117.5,2.4371283,,
1400.02511,117.75,2.4431845,,
1400.02598,118,2.4430454,,
1400.0241,118.25,2.4422964,,
1400.02517,118.5,2.4505354,,
1400.02554,118.75,2.4567949,,
1400.02682,119,2.4585283,,
1400.03035,119.25,2.4594806,,
1400.03219,119.5,2.4734976,,
1400.0335,119.75,2.4571801,,
1400.03385,120,2.4625729,,
1400.03281,120.25,2.463247,,
1400.03105,120.5,2.4673451,,
1400.02976,120.75,2.4665961,,
1400.02718,121,2.4679978,,
1400.02647,121.25,2.470095,,
1400.02688,121.5,2.4749742,,
1400.02721,121.75,2.4793826,,
1400.02822,122,2.4787085,,
1400.02659,122.25,2.4802065,,
1400.02612,122.5,2.4812016,,
1400.02396,122.75,2.4802707,,
1400.02453,123,2.4882743,,
1400.02581,123.25,2.4888949,,
1400.02664,123.5,2.4906497,,
1400.02472,123.75,2.4910028,,
1400.02463,124,2.4913773,,
1400.02518,124.25,2.4997447,,
1400.02756,124.5,2.499306,,
1400.0283,124.75,2.499948,,
1400.02862,125,2.5030724,,
1400.02913,125.25,2.5003225,,
1400.02695,125.5,2.5038214,,
1400.0259,125.75,2.500269,,
1400.02623,126,2.5048807,,
1400.02918,126.25,2.5105196,,
1400.03189,126.5,2.5161157,,
1400.0304,126.75,2.5135049,,
1400.02808,127,2.5114719,,
1400.02647,127.25,2.5230386,,
1400.0257,127.5,2.5232847,,
1400.02448,127.75,2.5295335,,
1400.02463,128,2.5249432,,
1400.02529,128.25,2.5293088,,
1400.02707,128.5,2.5324011,,
1400.02799,128.75,2.5332892,,
1400.03,129,2.5296298,,
1400.03054,129.25,2.5318661,,
1400.02948,129.5,2.5371519,,
1400.02882,129.75,2.5436254,,
1400.02774,130,2.539217,,
1400.02779,130.25,2.5462041,,
1400.02915,130.5,2.5426838,,
1400.02876,130.75,2.5495425,,
1400.027,131,2.5494141,,
1400.02632,131.25,2.5525171,,
1400.02547,131.5,2.550345,,
1400.02771,131.75,2.5595363,,
1400.02649,132,2.5544859,,
1400.02404,132.25,2.5570325,,
1400.0219,132.5,2.5566901,,
1400.0232,132.75,2.5642443,,
1400.02566,133,2.5712207,,
1400.02888,133.25,2.5662024,,
1400.02961,133.5,2.5651003,,
1400.02928,133.75,2.569498,,
1400.02728,134,2.5735319,,
1400.02474,134.25,2.57335,,
1400.02592,134.5,2.5853126,,
1400.02686,134.75,2.5827018,,
1400.02784,135,2.5798021,,
1400.02693,135.25,2.587581,,
1400.02859,135.5,2.5799519,,
1400.02876,135.75,2.5874526,,
1400.02961,136,2.5837825,,
1400.03112,136.25,2.5884798,,
1400.03165,136.5,2.5939047,,
1400.03251,136.75,2.5921071,,
1400.03154,137,2.5899564,,
1400.0294,137.25,2.5961624,,
1400.02807,137.5,2.5959698,,
1400.0249,137.75,2.5985057,,
1400.02531,138,2.6013198,,
1400.02592,138.25,2.603738,,
1400.02839,138.5,2.6056533,,
1400.03035,138.75,2.6111531,,
1400.02981,139,2.6126404,,
1400.02832,139.25,2.6103078,,
1400.03159,139.5,2.6102222,,
1400.03313,139.75,2.5974036,,
1400.03274,140,2.6235544,,
1400.03219,140.25,2.6210185,,
1400.02941,140.5,2.6205691,,
1400.02824,140.75,2.6249882,,
1400.02639,141,2.6237684,,
1400.02718,141.25,2.6229231,,
1400.02788,141.5,2.6293003,,
1400.02636,141.75,2.6275348,,
1400.02721,142,2.6297497,,
1400.03054,142.25,2.6335482,,
1400.03209,142.5,2.6119342,,
1400.03359,142.75,2.6362339,,
1400.03111,143,2.6378603,,
1400.0295,143.25,2.6358915,,
1400.02983,143.5,2.6392834,,
1400.02956,143.75,2.6416909,,
1400.02549,144,2.6463133,,
1400.02544,144.25,2.6467734,,
1400.02696,144.5,2.6524979,,
1400.03015,144.75,2.647715,,
1400.0282,145,2.6585648,,
1400.02516,145.25,2.6556116,,
1400.0242,145.5,2.6450614,,
1400.02234,145.75,2.6537712,,
1400.02263,146,2.6577088,,
1400.02209,146.25,2.6632086,,
1400.02176,146.5,2.6602233,,
1400.0262,146.75,2.6601805,,
1400.02763,147,2.655205,,
1400.02814,147.25,2.671576,,
1400.02672,147.5,2.6674993,,
1400.02732,147.75,2.6705381,,
1400.02901,148,2.6655519,,
1400.02663,148.25,2.6731275,,
1400.02313,148.5,2.6784668,,
1400.01891,148.75,2.6750321,,
1400.02513,149,2.6784347,,
1400.02601,149.25,2.6889956,,
1400.03112,149.5,2.6816875,,
1400.03298,149.75,2.6878935,,
1400.03021,150,2.6833032,,
1400.02836,150.25,2.6873906,,
1400.02391,150.5,2.69105,,
1400.02062,150.75,2.6898944,,
1400.02153,151,2.6923447,,
1400.02387,151.25,2.6960683,,
1400.02535,151.5,2.7038044,,
1400.03032,151.75,2.6966889,,
1400.0292,152,2.7010973,,
1400.0266,152.25,2.7026167,,
1400.02208,152.5,2.7049065,,
1400.02269,152.75,2.7053773,,
1400.02351,153,2.7073247,,
1400.02894,153.25,2.7088548,,
1400.02788,153.5,2.7110055,,
1400.03027,153.75,2.7155423,,
1400.0276,154,2.7111232,,
1400.02443,154.25,2.7127817,,
1400.02041,154.5,2.7140657,,
1400.0212,154.75,2.7164946,,
1400.02538,155,2.7195976,,
1400.03074,155.25,2.724327,,
1400.03344,155.5,2.7289922,,
1400.03062,155.75,2.7306293,,
1400.02856,156,2.7354443,,
1400.0265,156.25,2.730212,,
1400.02662,156.5,2.7361505,,
1400.02734,156.75,2.7280827,,
1400.02837,157,2.7287247,,
1400.02812,157.25,2.7342352,,
1400.02723,157.5,2.7370814,,
1400.02568,157.75,2.7396708,,
1400.02705,158,2.7448389,,
1400.02882,158.25,2.7404519,,
1400.02783,158.5,2.7505313,,
1400.02842,158.75,2.7435549,,
1400.02776,159,2.7456628,,
1400.03039,159.25,2.7523396,,
1400.02959,159.5,2.7497716,,
1400.02888,159.75,2.746155,,
1400.02701,160,2.7530565,,
1400.02394,160.25,2.7566303,,
1400.02192,160.5,2.7553249,,
1400.02575,160.75,2.7519116,,
1400.02257,161,2.7735363,,
1400.02916,161.25,2.7566838,,
1400.02836,161.5,2.7690851,,
1400.02898,161.75,2.7662496,,
1400.02762,162,2.7705938,,
1400.01987,162.25,2.7666455,,
1400.02149,162.5,2.7710753,,
1400.02153,162.75,2.7683254,,
1400.02237,163,2.7723272,,
1400.02294,163.25,2.771193,,
1400.02003,163.5,2.77879,,
1400.02296,163.75,2.7797851,,
1400.02542,164,2.7808337,,
1400.02925,164.25,2.781144,,
1400.03017,164.5,2.7865047,,
1400.02885,164.75,2.7859162,,
1400.02995,165,2.784033,,
1400.02905,165.25,2.7874677,,
1400.02821,165.5,2.790025,,
1400.02801,165.75,2.7924325,,
1400.0308,166,2.7975792,,
1400.03393,166.25,2.7927214,,
1400.03324,166.5,2.7992805,,
1400.02632,166.75,2.8019448,,
1400.02279,167,2.7994945,,
1400.0244,167.25,2.801046,,
1400.02934,167.5,2.8062141,,
1400.03104,167.75,2.8080224,,
1400.02827,168,2.8130193,,
1400.02458,168.25,2.8113715,,
1400.0245,168.5,2.8099377,,
1400.02572,168.75,2.8058075,,
1400.02634,169,2.8126234,,
1400.02684,169.25,2.8113715,,
1400.02722,169.5,2.8110933,,
1400.02916,169.75,2.8181232,,
1400.03095,170,2.8189257,,
1400.03205,170.25,2.8229596,,
1400.02835,170.5,2.8252387,,
1400.02451,170.75,2.817952,,
1400.02168,171,2.8258272,,
1400.02425,171.25,2.8273787,,
1400.02613,171.5,2.8291121,,
1400.03165,171.75,2.8354572,,
1400.03015,172,2.8348901,,
1400.0282,172.25,2.8438781,,
1400.02613,172.5,2.8389347,,
1400.02507,172.75,2.8423266,,
1400.02372,173,2.8391915,,
1400.02597,173.25,2.8188508,,
1400.02401,173.5,2.8563543,,
1400.02299,173.75,2.8427867,,
1400.02512,174,2.843097,,
1400.02618,174.25,2.8471951,,
1400.03049,174.5,2.852192,,
1400.02995,174.75,2.8523418,,
1400.02762,175,2.8474733,,
1400.02644,175.25,2.8510578,,
1400.02496,175.5,2.8618434,,
1400.02029,175.75,2.8561189,,
1400.0184,176,2.8603775,,
1400.01957,176.25,2.8523525,,
1400.02634,176.5,2.8589865,,
1400.03122,176.75,2.8713664,,
1400.03372,177,2.8523525,,
1400.03314,177.25,2.8505228,,
1400.03336,177.5,2.8800441,,
1400.03485,177.75,2.8771444,,
1400.03465,178,2.8769839,,
1400.03072,178.25,2.8715483,,
1400.03081,178.5,2.8715483,,
1400.02732,178.75,2.879477,,
1400.02574,179,2.8699326,,
1400.02371,179.25,2.8831471,,
1400.02499,179.5,2.8757534,,
1400.02808,179.75,2.8882403,,
1400.02761,180,2.8904338,,
1400.02785,180.25,2.8865283,,
1400.02692,180.5,2.8897811,,
1400.02747,180.75,2.8841957,,
1400.02764,181,2.8900379,,
1400.02426,181.25,2.9031133,,
1400.02537,181.5,2.8894815,,
1400.02181,181.75,2.8921137,,
1400.02451,182,2.8949064,,
1400.02171,182.25,2.9022252,,
1400.02223,182.5,2.8911614,,
1400.02381,182.75,2.9017758,,
1400.02641,183,2.8976242,,
1400.02678,183.25,2.8905943,,
1400.02528,183.5,2.9118338,,
1400.02549,183.75,2.8998712,,
1400.02231,184,2.9036911,,
1400.02094,184.25,2.9089448,,
1400.02387,184.5,2.9306123,,
1400.02374,184.75,2.9066443,,
1400.02656,185,2.9155574,,
1400.03026,185.25,2.9195699,,
1400.03228,185.5,2.9160603,,
1400.03508,185.75,2.9199444,,
1400.03329,186,2.9166595,,
1400.03152,186.25,2.9187139,,
1400.03167,186.5,2.9270171,,
1400.0287,186.75,2.9267389,,
1400.02846,187,2.9310724,,
1400.02981,187.25,2.9351277,,
1400.03003,187.5,2.9151508,,
1400.0253,187.75,2.9391402,,
1400.02445,188,2.9405098,,
1400.02364,188.25,2.9325918,,
1400.02655,188.5,2.9322173,,
1400.02819,188.75,2.9404884,,
1400.02639,189,2.9287826,,
1400.02646,189.25,2.9354273,,
1400.02678,189.5,2.9420827,,
1400.0267,189.75,2.9487595,,
1400.03054,190,2.9490591,,
1400.03062,190.25,2.95427,,
1400.03083,190.5,2.9552009,,
1400.02865,190.75,2.9398357,,
1400.02997,191,2.9442548,,
1400.03042,191.25,2.9489521,,
1400.02692,191.5,2.9502254,,
1400.02525,191.75,2.9567524,,
1400.02416,192,2.9599731,,
1400.02668,192.25,2.9609575,,
1400.03046,192.5,2.952772,,
1400.03289,192.75,2.9698599,,
1400.03214,193,2.9633757,,
1400.03055,193.25,2.9670672,,
1400.02665,193.5,2.9609468,,
1400.02409,193.75,2.9544305,,
1400.02109,194,2.9622201,,
1400.0215,194.25,2.9706838,,
1400.02239,194.5,2.9701167,,
1400.02402,194.75,2.9818225,,
1400.02323,195,2.9774141,,
1400.02176,195.25,2.9699134,,
1400.02433,195.5,2.9799393,,
1400.02605,195.75,2.9732625,,
1400.03097,196,2.9716789,,
1400.02915,196.25,2.9782915,,
1400.02896,196.5,2.9914632,,
1400.02777,196.75,2.9929826,,
1400.02447,197,2.9763548,,
1400.02466,197.25,2.9938814,,
1400.02292,197.5,2.9916023,,
1400.02533,197.75,3.0009648,,
1400.0234,198,2.9923406,,
1400.02205,198.25,2.9920517,,
1400.02528,198.5,2.9967918,,
1400.0297,198.75,2.9846152,,
1400.03337,199,3.0079733,,
1400.03732,199.25,2.9901471,,
1400.03429,199.5,3.0016817,,
1400.032,199.75,2.9888417,,
1400.03118,200,3.009482,,
1400.02991,200.25,3.0036933,,
1400.03294,200.5,3.004239,,
1400.03237,200.75,3.0173144,,
1400.03089,201,3.0146501,,
1400.03186,201.25,3.0222364,,
1400.03192,201.5,3.0152279,,
1400.03169,201.75,3.0195828,,
1400.0331,202,3.0162016,,
1400.03298,202.25,3.018256,,
1400.03103,202.5,3.0101133,,
1400.02948,202.75,3.0326475,,
1400.02761,203,3.0181276,,
1400.02741,203.25,3.009161,,
1400.02801,203.5,3.0340064,,
1400.02545,203.75,3.0308713,,
1400.0186,204,3.0320483,,
1400.01609,204.25,3.0329364,,
1400.01635,204.5,3.0234134,,
1400.01868,204.75,3.0277362,,
1400.02395,205,3.0439467,,
1400.02504,205.25,3.0321446,,
1400.02672,205.5,3.0396881,,
1400.0262,205.75,3.0488366,,
1400.02655,206,3.0340813,,
1400.02413,206.25,3.0485584,,
1400.02334,206.5,3.0490506,,
1400.02458,206.75,3.0266234,,
1400.02753,207,3.0411647,,
1400.03245,207.25,3.0429088,,
1400.03172,207.5,3.056348,,
1400.03102,207.75,3.0544113,,
1400.02888,208,3.0545397,,
1400.02715,208.25,3.0451665,,
1400.0239,208.5,3.0551817,,
1400.02181,208.75,3.0569579,,
1400.02394,209,3.0570328,,
1400.02727,209.25,3.0581563,,
1400.02817,209.5,3.0574608,,
1400.02876,209.75,3.050784,,
1400.0293,210,3.0579851,,
1400.03374,210.25,3.0566476,,
1400.03313,210.5,3.0710498,,
1400.03103,210.75,3.0585308,,
1400.03105,211,3.0663418,,
1400.03054,211.25,3.0697444,,
1400.03107,211.5,3.0673583,,
1400.02946,211.75,3.0732861,,
1400.02747,212,3.0697979,,
1400.02068,212.25,3.065015,,
1400.02064,212.5,3.0751907,,
1400.02279,212.75,3.0867788,,
1400.02644,213,3.0790213,,
1400.02983,213.25,3.0926852,,
1400.02672,213.5,3.0850026,,
1400.02564,213.75,3.0729223,,
1400.02534,214,3.0870142,,
1400.03065,214.25,3.0860191,,
1400.03128,214.5,3.079674,,
1400.03308,214.75,3.0848421,,
1400.03,215,3.0952746,,
1400.02746,215.25,3.0911765,,
1400.02577,215.5,3.1029465,,
1400.02339,215.75,3.0935519,,
1400.02475,216,3.0914975,,
1400.02689,216.25,3.0954565,,
1400.02543,216.5,3.0925354,,
1400.02763,216.75,3.1007851,,
1400.02341,217,3.1067985,,
1400.02577,217.25,3.0949322,,
1400.02814,217.5,3.1069804,,
1400.03306,217.75,3.099897,,
1400.03693,218,3.1089064,,
1400.03454,218.25,3.1082323,,
1400.02855,218.5,3.1088529,,
1400.02757,218.75,3.1064454,,
1400.02933,219,3.112416,,
1400.0322,219.25,3.1127905,,
1400.03401,219.5,3.1157223,,
1400.03035,219.75,3.1077401,,
1400.02963,220,3.1109715,,
1400.02662,220.25,3.1120843,,
1400.02604,220.5,3.1204089,,
1400.0239,220.75,3.119692,,
1400.02711,221,3.1236724,,
1400.02864,221.25,3.1225168,,
1400.03035,221.5,3.1193603,,
1400.02932,221.75,3.1227843,,
1400.02902,222,3.123116,,
1400.02667,222.25,3.123437,,
1400.02662,222.5,3.1357206,,
1400.02595,222.75,3.1331954,,
1400.0263,223,3.1333024,,
1400.02905,223.25,3.1234905,,
1400.02892,223.5,3.1305097,,
1400.03019,223.75,3.12975,,
1400.02932,224,3.1479507,,
1400.02895,224.25,3.1495878,,
1400.02909,224.5,3.1436493,,
1400.02684,224.75,3.1377001,,
1400.02719,225,3.1515245,,
1400.02802,225.25,3.1528834,,
1400.02728,225.5,3.1623315,,
1400.02783,225.75,3.1494059,,
1400.02775,226,3.1599454,,
1400.02748,226.25,3.1517492,,
1400.02755,226.5,3.1473515,,
1400.02662,226.75,3.1477046,,
1400.02569,227,3.1654024,,
1400.02593,227.25,3.148154,,
1400.02746,227.5,3.1512998,,
1400.02855,227.75,3.1570029,,
1400.02875,228,3.1648139,,
1400.0273,228.25,3.1633373,,
1400.02285,228.5,3.1595281,,
1400.01989,228.75,3.1514068,,
1400.02009,229,3.1622245,,
1400.02783,229.25,3.1676387,,
1400.03107,229.5,3.1712125,,
1400.03,229.75,3.1819446,,
1400.02659,230,3.170838,,
1400.02674,230.25,3.181217,,
1400.02944,230.5,3.1786597,,
1400.03328,230.75,3.1755139,,
1400.03223,231,3.180896,,
